"","Group.1","Group.2","x"
"2635","Ecuador","03/15/2020",28
"2636","Egypt","03/15/2020",110
"2637","Equatorial Guinea","03/15/2020",1
"2638","Estonia","03/15/2020",171
"2639","Eswatini","03/15/2020",1
"2640","Ethiopia","03/15/2020",1
"2641","Finland","03/15/2020",244
"2642","France","03/15/2020",4513
"2643","Gabon","03/15/2020",1
"2644","Georgia","03/15/2020",33
"2645","Germany","03/15/2020",5795
"2646","Ghana","03/15/2020",6
"2647","Greece","03/15/2020",331
"2648","Guadeloupe","03/15/2020",3
"2649","Guatemala","03/15/2020",1
"2650","Guernsey","03/15/2020",1
"2651","Guinea","03/15/2020",1
"2652","Guyana","03/15/2020",4
"2653","Holy See","03/15/2020",1
"2654","Honduras","03/15/2020",3
"2655","Hong Kong","03/15/2020",145
"2656","Hungary","03/15/2020",32
"2657","Iceland","03/15/2020",171
"2658","India","03/15/2020",113
"2659","Indonesia","03/15/2020",117
"2660","Iran","03/15/2020",13938
"2661","Iraq","03/15/2020",116
"2662","Ireland","03/15/2020",129
"2663","Israel","03/15/2020",251
"2664","Italy","03/15/2020",24747
"2665","Ivory Coast","03/15/2020",1
"2666","Jamaica","03/15/2020",10
"2667","Japan","03/15/2020",839
"2668","Jersey","03/15/2020",2
"2669","Jordan","03/15/2020",8
"2670","Kazakhstan","03/15/2020",9
"2671","Kenya","03/15/2020",3
"2672","Kosovo","03/15/2020",2
"2673","Kuwait","03/15/2020",112
"2674","Latvia","03/15/2020",30
"2675","Lebanon","03/15/2020",110
"2676","Liechtenstein","03/15/2020",4
"2677","Lithuania","03/15/2020",12
"2678","Luxembourg","03/15/2020",59
"2679","Macau","03/15/2020",10
"2680","Mainland China","03/15/2020",80848
"2681","Malaysia","03/15/2020",428
"2682","Maldives","03/15/2020",13
"2683","Malta","03/15/2020",21
"2684","Martinique","03/15/2020",9
"2685","Mauritania","03/15/2020",1
"2686","Mexico","03/15/2020",41
"2687","Moldova","03/15/2020",23
"2688","Monaco","03/15/2020",2
"2689","Mongolia","03/15/2020",1
"2690","Morocco","03/15/2020",28
"2691","Namibia","03/15/2020",2
"2692","Nepal","03/15/2020",1
"2693","Netherlands","03/15/2020",1135
"2694","New Zealand","03/15/2020",8
"2695","Nigeria","03/15/2020",2
"2696","North Macedonia","03/15/2020",14
"2697","Norway","03/15/2020",1221
"2698","occupied Palestinian territory","03/15/2020",0
"2699","Oman","03/15/2020",22
"2700","Others","03/15/2020",696
"2701","Pakistan","03/15/2020",53
"2702","Panama","03/15/2020",43
"2703","Paraguay","03/15/2020",6
"2704","Peru","03/15/2020",43
"2705","Philippines","03/15/2020",140
"2706","Poland","03/15/2020",119
"2707","Portugal","03/15/2020",245
"2708","Qatar","03/15/2020",401
"2709","Reunion","03/15/2020",7
"2710","Romania","03/15/2020",131
"2711","Russia","03/15/2020",63
"2712","Rwanda","03/15/2020",1
"2713","Saint Lucia","03/15/2020",2
"2714","Saint Vincent and the Grenadines","03/15/2020",1
"2715","San Marino","03/15/2020",101
"2716","Saudi Arabia","03/15/2020",103
"2717","Senegal","03/15/2020",24
"2718","Serbia","03/15/2020",48
"2719","Seychelles","03/15/2020",2
"2720","Singapore","03/15/2020",226
"2721","Slovakia","03/15/2020",54
"2722","Slovenia","03/15/2020",219
"2723","South Africa","03/15/2020",51
"2724","South Korea","03/15/2020",8162
"2725","Spain","03/15/2020",7798
"2726","Sri Lanka","03/15/2020",18
"2727","Sudan","03/15/2020",1
"2728","Suriname","03/15/2020",1
"2729","Sweden","03/15/2020",1022
"2730","Switzerland","03/15/2020",2200
"2731","Taiwan","03/15/2020",59
"2732","Thailand","03/15/2020",114
"2733","Togo","03/15/2020",1
"2734","Trinidad and Tobago","03/15/2020",2
"2735","Tunisia","03/15/2020",18
"2736","Turkey","03/15/2020",6
"2737","UK","03/15/2020",1144
"2738","Ukraine","03/15/2020",3
"2739","United Arab Emirates","03/15/2020",98
"2740","Uruguay","03/15/2020",4
"2741","US","03/15/2020",3499
"2742","Uzbekistan","03/15/2020",1
"2743","Venezuela","03/15/2020",10
"2744","Vietnam","03/15/2020",56
"2745","Afghanistan","03/16/2020",21
"2746","Albania","03/16/2020",51
"2747","Algeria","03/16/2020",54
"2748","Andorra","03/16/2020",2
"2749","Antigua and Barbuda","03/16/2020",1
"2750","Argentina","03/16/2020",56
"2751","Armenia","03/16/2020",52
"2752","Aruba","03/16/2020",2
"2753","Australia","03/16/2020",377
"2754","Austria","03/16/2020",1018
"2755","Azerbaijan","03/16/2020",15
"2756","Bahrain","03/16/2020",214
"2757","Bangladesh","03/16/2020",8
"2758","Belarus","03/16/2020",36
"2759","Belgium","03/16/2020",1058
"2760","Benin","03/16/2020",1
"2761","Bhutan","03/16/2020",1
"2762","Bolivia","03/16/2020",11
"2763","Bosnia and Herzegovina","03/16/2020",25
"2764","Brazil","03/16/2020",200
"2765","Brunei","03/16/2020",54
"2766","Bulgaria","03/16/2020",52
"2767","Burkina Faso","03/16/2020",15
"2768","Cambodia","03/16/2020",7
"2769","Cameroon","03/16/2020",4
"2770","Canada","03/16/2020",415
"2771","Central African Republic","03/16/2020",1
"2772","Chile","03/16/2020",155
"2773","Colombia","03/16/2020",54
"2774","Congo (Brazzaville)","03/16/2020",1
"2775","Congo (Kinshasa)","03/16/2020",2
"2776","Costa Rica","03/16/2020",35
"2777","Croatia","03/16/2020",57
"2778","Cuba","03/16/2020",4
"2779","Cyprus","03/16/2020",33
"2780","Czech Republic","03/16/2020",298
"2781","Denmark","03/16/2020",932
"2782","Dominican Republic","03/16/2020",11
"2783","Ecuador","03/16/2020",37
"2784","Egypt","03/16/2020",150
"2785","Equatorial Guinea","03/16/2020",1
"2786","Estonia","03/16/2020",205
"2787","Eswatini","03/16/2020",1
"2788","Ethiopia","03/16/2020",5
"2789","Finland","03/16/2020",277
"2790","France","03/16/2020",6650
"2791","French Guiana","03/16/2020",11
"2792","Gabon","03/16/2020",1
"2793","Georgia","03/16/2020",33
"2794","Germany","03/16/2020",7272
"2795","Ghana","03/16/2020",6
"2796","Greece","03/16/2020",331
"2797","Greenland","03/16/2020",1
"2798","Guadeloupe","03/16/2020",6
"2799","Guam","03/16/2020",3
"2800","Guatemala","03/16/2020",2
"2801","Guernsey","03/16/2020",1
"2802","Guinea","03/16/2020",1
"2803","Guyana","03/16/2020",4
"2804","Holy See","03/16/2020",1
"2805","Honduras","03/16/2020",6
"2806","Hong Kong","03/16/2020",155
"2807","Hungary","03/16/2020",39
"2808","Iceland","03/16/2020",180
"2809","India","03/16/2020",119
"2810","Indonesia","03/16/2020",134
"2811","Iran","03/16/2020",14991
"2812","Iraq","03/16/2020",124
"2813","Ireland","03/16/2020",169
"2814","Israel","03/16/2020",255
"2815","Italy","03/16/2020",27980
"2816","Ivory Coast","03/16/2020",1
"2817","Jamaica","03/16/2020",10
"2818","Japan","03/16/2020",825
"2819","Jersey","03/16/2020",2
"2820","Jordan","03/16/2020",17
"2821","Kazakhstan","03/16/2020",10
"2822","Kenya","03/16/2020",3
"2823","Kosovo","03/16/2020",2
"2824","Kuwait","03/16/2020",123
"2825","Latvia","03/16/2020",34
"2826","Lebanon","03/16/2020",99
"2827","Liberia","03/16/2020",1
"2828","Liechtenstein","03/16/2020",4
"2829","Lithuania","03/16/2020",17
"2830","Luxembourg","03/16/2020",77
"2831","Macau","03/16/2020",11
"2832","Mainland China","03/16/2020",80867
"2833","Malaysia","03/16/2020",566
"2834","Maldives","03/16/2020",13
"2835","Malta","03/16/2020",30
"2836","Martinique","03/16/2020",15
"2837","Mauritania","03/16/2020",1
"2838","Mayotte","03/16/2020",1
"2839","Mexico","03/16/2020",53
"2840","Moldova","03/16/2020",23
"2841","Monaco","03/16/2020",7
"2842","Mongolia","03/16/2020",1
"2843","Morocco","03/16/2020",29
"2844","Namibia","03/16/2020",2
"2845","Nepal","03/16/2020",1
"2846","Netherlands","03/16/2020",1414
"2847","New Zealand","03/16/2020",8
"2848","Nigeria","03/16/2020",2
"2849","North Macedonia","03/16/2020",18
"2850","Norway","03/16/2020",1333
"2851","occupied Palestinian territory","03/16/2020",0
"2852","Oman","03/16/2020",22
"2853","Others","03/16/2020",696
"2854","Pakistan","03/16/2020",136
"2855","Panama","03/16/2020",55
"2856","Paraguay","03/16/2020",8
"2857","Peru","03/16/2020",86
"2858","Philippines","03/16/2020",142
"2859","Poland","03/16/2020",177
"2860","Portugal","03/16/2020",331
"2861","Puerto Rico","03/16/2020",3
"2862","Qatar","03/16/2020",439
"2863","Republic of the Congo","03/16/2020",1
"2864","Reunion","03/16/2020",9
"2865","Romania","03/16/2020",158
"2866","Russia","03/16/2020",90
"2867","Rwanda","03/16/2020",5
"2868","Saint Lucia","03/16/2020",2
"2869","Saint Vincent and the Grenadines","03/16/2020",1
"2870","San Marino","03/16/2020",109
"2871","Saudi Arabia","03/16/2020",118
"2872","Senegal","03/16/2020",24
"2873","Serbia","03/16/2020",55
"2874","Seychelles","03/16/2020",3
"2875","Singapore","03/16/2020",243
"2876","Slovakia","03/16/2020",63
"2877","Slovenia","03/16/2020",253
"2878","Somalia","03/16/2020",1
"2879","South Africa","03/16/2020",62
"2880","South Korea","03/16/2020",8236
"2881","Spain","03/16/2020",9942
"2882","Sri Lanka","03/16/2020",28
"2883","Sudan","03/16/2020",1
"2884","Suriname","03/16/2020",1
"2885","Sweden","03/16/2020",1103
"2886","Switzerland","03/16/2020",2200
"2887","Taiwan","03/16/2020",67
"2888","Tanzania","03/16/2020",1
"2889","Thailand","03/16/2020",147
"2890","The Bahamas","03/16/2020",1
"2891","Togo","03/16/2020",1
"2892","Trinidad and Tobago","03/16/2020",4
"2893","Tunisia","03/16/2020",20
"2894","Turkey","03/16/2020",18
"2895","UK","03/16/2020",1551
"2896","Ukraine","03/16/2020",7
"2897","United Arab Emirates","03/16/2020",98
"2898","Uruguay","03/16/2020",8
"2899","US","03/16/2020",4632
"2900","Uzbekistan","03/16/2020",6
"2901","Venezuela","03/16/2020",17
"2902","Vietnam","03/16/2020",61
"2903","Afghanistan","03/17/2020",22
"2904","Albania","03/17/2020",55
"2905","Algeria","03/17/2020",60
"2906","Andorra","03/17/2020",39
"2907","Antigua and Barbuda","03/17/2020",1
"2908","Argentina","03/17/2020",68
"2909","Armenia","03/17/2020",78
"2910","Aruba","03/17/2020",3
"2911","Australia","03/17/2020",452
"2912","Austria","03/17/2020",1332
"2913","Azerbaijan","03/17/2020",28
"2914","Bahrain","03/17/2020",228
"2915","Bangladesh","03/17/2020",10
"2916","Barbados","03/17/2020",2
"2917","Belarus","03/17/2020",36
"2918","Belgium","03/17/2020",1243
"2919","Benin","03/17/2020",1
"2920","Bhutan","03/17/2020",1
"2921","Bolivia","03/17/2020",11
"2922","Bosnia and Herzegovina","03/17/2020",26
"2923","Brazil","03/17/2020",321
"2924","Brunei","03/17/2020",56
"2925","Bulgaria","03/17/2020",67
"2926","Burkina Faso","03/17/2020",15
"2927","Cambodia","03/17/2020",33
"2928","Cameroon","03/17/2020",10
"2929","Canada","03/17/2020",478
"2930","Central African Republic","03/17/2020",1
"2931","Chile","03/17/2020",201
"2932","Colombia","03/17/2020",65
"2933","Congo (Brazzaville)","03/17/2020",1
"2934","Congo (Kinshasa)","03/17/2020",3
"2935","Costa Rica","03/17/2020",41
"2936","Croatia","03/17/2020",65
"2937","Cuba","03/17/2020",5
"2938","Cyprus","03/17/2020",46
"2939","Czech Republic","03/17/2020",396
"2940","Denmark","03/17/2020",1024
"2941","Dominican Republic","03/17/2020",21
"2942","Ecuador","03/17/2020",58
"2943","Egypt","03/17/2020",196
"2944","Equatorial Guinea","03/17/2020",1
"2945","Estonia","03/17/2020",225
"2946","Eswatini","03/17/2020",1
"2947","Ethiopia","03/17/2020",5
"2948","Finland","03/17/2020",321
"2949","France","03/17/2020",7683
"2950","French Guiana","03/17/2020",11
"2951","Gabon","03/17/2020",1
"2952","Georgia","03/17/2020",34
"2953","Germany","03/17/2020",9257
"2954","Ghana","03/17/2020",7
"2955","Greece","03/17/2020",387
"2956","Greenland","03/17/2020",1
"2957","Guadeloupe","03/17/2020",18
"2958","Guam","03/17/2020",3
"2959","Guatemala","03/17/2020",6
"2960","Guernsey","03/17/2020",0
"2961","Guinea","03/17/2020",1
"2962","Guyana","03/17/2020",7
"2963","Holy See","03/17/2020",1
"2964","Honduras","03/17/2020",8
"2965","Hong Kong","03/17/2020",162
"2966","Hungary","03/17/2020",50
"2967","Iceland","03/17/2020",220
"2968","India","03/17/2020",142
"2969","Indonesia","03/17/2020",172
"2970","Iran","03/17/2020",16169
"2971","Iraq","03/17/2020",154
"2972","Ireland","03/17/2020",223
"2973","Israel","03/17/2020",337
"2974","Italy","03/17/2020",31506
"2975","Ivory Coast","03/17/2020",5
"2976","Jamaica","03/17/2020",12
"2977","Japan","03/17/2020",878
"2978","Jersey","03/17/2020",0
"2979","Jordan","03/17/2020",34
"2980","Kazakhstan","03/17/2020",33
"2981","Kenya","03/17/2020",3
"2982","Kosovo","03/17/2020",2
"2983","Kuwait","03/17/2020",130
"2984","Latvia","03/17/2020",49
"2985","Lebanon","03/17/2020",120
"2986","Liberia","03/17/2020",1
"2987","Liechtenstein","03/17/2020",7
"2988","Lithuania","03/17/2020",25
"2989","Luxembourg","03/17/2020",140
"2990","Macau","03/17/2020",12
"2991","Mainland China","03/17/2020",80884
"2992","Malaysia","03/17/2020",673
"2993","Maldives","03/17/2020",13
"2994","Malta","03/17/2020",38
"2995","Martinique","03/17/2020",16
"2996","Mauritania","03/17/2020",1
"2997","Mayotte","03/17/2020",1
"2998","Mexico","03/17/2020",82
"2999","Moldova","03/17/2020",30
"3000","Monaco","03/17/2020",7
"3001","Mongolia","03/17/2020",5
"3002","Montenegro","03/17/2020",2
"3003","Morocco","03/17/2020",38
"3004","Namibia","03/17/2020",2
"3005","Nepal","03/17/2020",1
"3006","Netherlands","03/17/2020",1708
"3007","New Zealand","03/17/2020",12
"3008","Nigeria","03/17/2020",3
"3009","North Macedonia","03/17/2020",26
"3010","Norway","03/17/2020",1463
"3011","occupied Palestinian territory","03/17/2020",0
"3012","Oman","03/17/2020",24
"3013","Others","03/17/2020",696
"3014","Pakistan","03/17/2020",236
"3015","Panama","03/17/2020",69
"3016","Paraguay","03/17/2020",9
"3017","Peru","03/17/2020",117
"3018","Philippines","03/17/2020",187
"3019","Poland","03/17/2020",238
"3020","Portugal","03/17/2020",448
"3021","Puerto Rico","03/17/2020",0
"3022","Qatar","03/17/2020",439
"3023","Republic of the Congo","03/17/2020",0
"3024","Reunion","03/17/2020",9
"3025","Romania","03/17/2020",184
"3026","Russia","03/17/2020",114
"3027","Rwanda","03/17/2020",7
"3028","Saint Lucia","03/17/2020",2
"3029","Saint Vincent and the Grenadines","03/17/2020",1
"3030","San Marino","03/17/2020",109
"3031","Saudi Arabia","03/17/2020",171
"3032","Senegal","03/17/2020",26
"3033","Serbia","03/17/2020",65
"3034","Seychelles","03/17/2020",4
"3035","Singapore","03/17/2020",266
"3036","Slovakia","03/17/2020",72
"3037","Slovenia","03/17/2020",275
"3038","Somalia","03/17/2020",1
"3039","South Africa","03/17/2020",62
"3040","South Korea","03/17/2020",8320
"3041","Spain","03/17/2020",11748
"3042","Sri Lanka","03/17/2020",44
"3043","Sudan","03/17/2020",1
"3044","Suriname","03/17/2020",1
"3045","Sweden","03/17/2020",1190
"3046","Switzerland","03/17/2020",2700
"3047","Taiwan","03/17/2020",77
"3048","Tanzania","03/17/2020",1
"3049","Thailand","03/17/2020",177
"3050","The Bahamas","03/17/2020",1
"3051","The Gambia","03/17/2020",1
"3052","Togo","03/17/2020",1
"3053","Trinidad and Tobago","03/17/2020",5
"3054","Tunisia","03/17/2020",24
"3055","Turkey","03/17/2020",47
"3056","UK","03/17/2020",1960
"3057","Ukraine","03/17/2020",14
"3058","United Arab Emirates","03/17/2020",98
"3059","Uruguay","03/17/2020",29
"3060","US","03/17/2020",6421
"3061","Uzbekistan","03/17/2020",10
"3062","Venezuela","03/17/2020",33
"3063","Vietnam","03/17/2020",66
"3064","Afghanistan","03/18/2020",22
"3065","Albania","03/18/2020",59
"3066","Algeria","03/18/2020",74
"3067","Andorra","03/18/2020",39
"3068","Antigua and Barbuda","03/18/2020",1
"3069","Argentina","03/18/2020",79
"3070","Armenia","03/18/2020",84
"3071","Aruba","03/18/2020",4
"3072","Australia","03/18/2020",568
"3073","Austria","03/18/2020",1646
"3074","Azerbaijan","03/18/2020",28
"3075","Bahrain","03/18/2020",256
"3076","Bangladesh","03/18/2020",14
"3077","Barbados","03/18/2020",2
"3078","Belarus","03/18/2020",51
"3079","Belgium","03/18/2020",1486
"3080","Benin","03/18/2020",2
"3081","Bhutan","03/18/2020",1
"3082","Bolivia","03/18/2020",12
"3083","Bosnia and Herzegovina","03/18/2020",38
"3084","Brazil","03/18/2020",372
"3085","Brunei","03/18/2020",68
"3086","Bulgaria","03/18/2020",92
"3087","Burkina Faso","03/18/2020",20
"3088","Cambodia","03/18/2020",35
"3089","Cameroon","03/18/2020",10
"3090","Canada","03/18/2020",657
"3091","Central African Republic","03/18/2020",1
"3092","Chile","03/18/2020",238
"3093","Colombia","03/18/2020",93
"3094","Congo (Brazzaville)","03/18/2020",1
"3095","Congo (Kinshasa)","03/18/2020",4
"3096","Costa Rica","03/18/2020",50
"3097","Croatia","03/18/2020",81
"3098","Cuba","03/18/2020",7
"3099","Cyprus","03/18/2020",49
"3100","Czech Republic","03/18/2020",464
"3101","Denmark","03/18/2020",1115
"3102","Djibouti","03/18/2020",1
"3103","Dominican Republic","03/18/2020",21
"3104","Ecuador","03/18/2020",111
"3105","Egypt","03/18/2020",196
"3106","Equatorial Guinea","03/18/2020",4
"3107","Estonia","03/18/2020",258
"3108","Eswatini","03/18/2020",1
"3109","Ethiopia","03/18/2020",6
"3110","Finland","03/18/2020",336
"3111","France","03/18/2020",9052
"3112","French Guiana","03/18/2020",11
"3113","Gabon","03/18/2020",1
"3114","Gambia, The","03/18/2020",1
"3115","Georgia","03/18/2020",38
"3116","Germany","03/18/2020",12327
"3117","Ghana","03/18/2020",7
"3118","Greece","03/18/2020",418
"3119","Greenland","03/18/2020",1
"3120","Guadeloupe","03/18/2020",27
"3121","Guam","03/18/2020",0
"3122","Guatemala","03/18/2020",6
"3123","Guernsey","03/18/2020",0
"3124","Guinea","03/18/2020",1
"3125","Guyana","03/18/2020",7
"3126","Holy See","03/18/2020",1
"3127","Honduras","03/18/2020",9
"3128","Hong Kong","03/18/2020",181
"3129","Hungary","03/18/2020",58
"3130","Iceland","03/18/2020",250
"3131","India","03/18/2020",156
"3132","Indonesia","03/18/2020",227
"3133","Iran","03/18/2020",17361
"3134","Iraq","03/18/2020",164
"3135","Ireland","03/18/2020",292
"3136","Israel","03/18/2020",433
"3137","Italy","03/18/2020",35713
"3138","Ivory Coast","03/18/2020",6
"3139","Jamaica","03/18/2020",13
"3140","Japan","03/18/2020",889
"3141","Jersey","03/18/2020",0
"3142","Jordan","03/18/2020",52
"3143","Kazakhstan","03/18/2020",35
"3144","Kenya","03/18/2020",3
"3145","Kosovo","03/18/2020",2
"3146","Kuwait","03/18/2020",142
"3147","Kyrgyzstan","03/18/2020",3
"3148","Latvia","03/18/2020",71
"3149","Lebanon","03/18/2020",133
"3150","Liberia","03/18/2020",2
"3151","Liechtenstein","03/18/2020",28
"3152","Lithuania","03/18/2020",27
"3153","Luxembourg","03/18/2020",203
"3154","Macau","03/18/2020",15
"3155","Mainland China","03/18/2020",80906
"3156","Malaysia","03/18/2020",790
"3157","Maldives","03/18/2020",13
"3158","Malta","03/18/2020",38
"3159","Martinique","03/18/2020",19
"3160","Mauritania","03/18/2020",1
"3161","Mauritius","03/18/2020",3
"3162","Mayotte","03/18/2020",3
"3163","Mexico","03/18/2020",93
"3164","Moldova","03/18/2020",30
"3165","Monaco","03/18/2020",7
"3166","Mongolia","03/18/2020",6
"3167","Montenegro","03/18/2020",1
"3168","Morocco","03/18/2020",49
"3169","Namibia","03/18/2020",2
"3170","Nepal","03/18/2020",1
"3171","Netherlands","03/18/2020",2056
"3172","New Zealand","03/18/2020",20
"3173","Nigeria","03/18/2020",8
"3174","North Macedonia","03/18/2020",35
"3175","Norway","03/18/2020",1550
"3176","Oman","03/18/2020",39
"3177","Others","03/18/2020",712
"3178","Pakistan","03/18/2020",299
"3179","Panama","03/18/2020",86
"3180","Paraguay","03/18/2020",11
"3181","Peru","03/18/2020",145
"3182","Philippines","03/18/2020",202
"3183","Poland","03/18/2020",251
"3184","Portugal","03/18/2020",448
"3185","Puerto Rico","03/18/2020",0
"3186","Qatar","03/18/2020",452
"3187","Republic of the Congo","03/18/2020",0
"3188","Reunion","03/18/2020",12
"3189","Romania","03/18/2020",260
"3190","Russia","03/18/2020",147
"3191","Rwanda","03/18/2020",8
"3192","Saint Lucia","03/18/2020",2
"3193","Saint Vincent and the Grenadines","03/18/2020",1
"3194","San Marino","03/18/2020",119
"3195","Saudi Arabia","03/18/2020",171
"3196","Senegal","03/18/2020",31
"3197","Serbia","03/18/2020",83
"3198","Seychelles","03/18/2020",4
"3199","Singapore","03/18/2020",313
"3200","Slovakia","03/18/2020",105
"3201","Slovenia","03/18/2020",275
"3202","Somalia","03/18/2020",1
"3203","South Africa","03/18/2020",116
"3204","South Korea","03/18/2020",8413
"3205","Spain","03/18/2020",13910
"3206","Sri Lanka","03/18/2020",51
"3207","Sudan","03/18/2020",2
"3208","Suriname","03/18/2020",1
"3209","Sweden","03/18/2020",1279
"3210","Switzerland","03/18/2020",3028
"3211","Taiwan","03/18/2020",100
"3212","Tanzania","03/18/2020",3
"3213","Thailand","03/18/2020",212
"3214","The Bahamas","03/18/2020",1
"3215","The Gambia","03/18/2020",0
"3216","Togo","03/18/2020",1
"3217","Trinidad and Tobago","03/18/2020",7
"3218","Tunisia","03/18/2020",29
"3219","Turkey","03/18/2020",98
"3220","UK","03/18/2020",2642
"3221","Ukraine","03/18/2020",14
"3222","United Arab Emirates","03/18/2020",113
"3223","Uruguay","03/18/2020",50
"3224","US","03/18/2020",7786
"3225","Uzbekistan","03/18/2020",15
"3226","Venezuela","03/18/2020",36
"3227","Vietnam","03/18/2020",75
"3228","Zambia","03/18/2020",2
"3229","Afghanistan","03/19/2020",22
"3230","Albania","03/19/2020",64
"3231","Algeria","03/19/2020",87
"3232","Andorra","03/19/2020",53
"3233","Antigua and Barbuda","03/19/2020",1
"3234","Argentina","03/19/2020",97
"3235","Armenia","03/19/2020",115
"3236","Aruba","03/19/2020",4
"3237","Australia","03/19/2020",681
"3238","Austria","03/19/2020",2013
"3239","Azerbaijan","03/19/2020",44
"3240","Bahamas, The","03/19/2020",3
"3241","Bahrain","03/19/2020",278
"3242","Bangladesh","03/19/2020",17
"3243","Barbados","03/19/2020",5
"3244","Belarus","03/19/2020",51
"3245","Belgium","03/19/2020",1795
"3246","Benin","03/19/2020",2
"3247","Bhutan","03/19/2020",1
"3248","Bolivia","03/19/2020",12
"3249","Bosnia and Herzegovina","03/19/2020",63
"3250","Brazil","03/19/2020",621
"3251","Brunei","03/19/2020",75
"3252","Bulgaria","03/19/2020",94
"3253","Burkina Faso","03/19/2020",33
"3254","Cambodia","03/19/2020",37
"3255","Cameroon","03/19/2020",13
"3256","Canada","03/19/2020",800
"3257","Central African Republic","03/19/2020",1
"3258","Chad","03/19/2020",1
"3259","Chile","03/19/2020",238
"3260","Colombia","03/19/2020",102
"3261","Congo (Brazzaville)","03/19/2020",3
"3262","Congo (Kinshasa)","03/19/2020",14
"3263","Costa Rica","03/19/2020",69
"3264","Croatia","03/19/2020",105
"3265","Cuba","03/19/2020",11
"3266","Cyprus","03/19/2020",67
"3267","Czech Republic","03/19/2020",694
"3268","Denmark","03/19/2020",1225
"3269","Djibouti","03/19/2020",1
"3270","Dominican Republic","03/19/2020",34
"3271","Ecuador","03/19/2020",199
"3272","Egypt","03/19/2020",256
"3273","El Salvador","03/19/2020",1
"3274","Equatorial Guinea","03/19/2020",6
"3275","Estonia","03/19/2020",267
"3276","Eswatini","03/19/2020",1
"3277","Ethiopia","03/19/2020",6
"3278","Fiji","03/19/2020",1
"3279","Finland","03/19/2020",400
"3280","France","03/19/2020",10886
"3281","French Guiana","03/19/2020",11
"3282","Gabon","03/19/2020",1
"3283","Gambia, The","03/19/2020",1
"3284","Georgia","03/19/2020",40
"3285","Germany","03/19/2020",15320
"3286","Ghana","03/19/2020",11
"3287","Greece","03/19/2020",418
"3288","Greenland","03/19/2020",0
"3289","Guadeloupe","03/19/2020",33
"3290","Guam","03/19/2020",0
"3291","Guatemala","03/19/2020",9
"3292","Guernsey","03/19/2020",0
"3293","Guinea","03/19/2020",1
"3294","Guyana","03/19/2020",7
"3295","Holy See","03/19/2020",1
"3296","Honduras","03/19/2020",12
"3297","Hong Kong","03/19/2020",208
"3298","Hungary","03/19/2020",73
"3299","Iceland","03/19/2020",330
"3300","India","03/19/2020",194
"3301","Indonesia","03/19/2020",311
"3302","Iran","03/19/2020",18407
"3303","Iraq","03/19/2020",192
"3304","Ireland","03/19/2020",557
"3305","Israel","03/19/2020",677
"3306","Italy","03/19/2020",41035
"3307","Ivory Coast","03/19/2020",9
"3308","Jamaica","03/19/2020",15
"3309","Japan","03/19/2020",924
"3310","Jersey","03/19/2020",0
"3311","Jordan","03/19/2020",69
"3312","Kazakhstan","03/19/2020",44
"3313","Kenya","03/19/2020",7
"3314","Kosovo","03/19/2020",2
"3315","Kuwait","03/19/2020",148
"3316","Kyrgyzstan","03/19/2020",3
"3317","Latvia","03/19/2020",86
"3318","Lebanon","03/19/2020",157
"3319","Liberia","03/19/2020",2
"3320","Liechtenstein","03/19/2020",28
"3321","Lithuania","03/19/2020",36
"3322","Luxembourg","03/19/2020",335
"3323","Macau","03/19/2020",17
"3324","Mainland China","03/19/2020",80931
"3325","Malaysia","03/19/2020",900
"3326","Maldives","03/19/2020",13
"3327","Malta","03/19/2020",53
"3328","Martinique","03/19/2020",23
"3329","Mauritania","03/19/2020",2
"3330","Mauritius","03/19/2020",3
"3331","Mayotte","03/19/2020",3
"3332","Mexico","03/19/2020",118
"3333","Moldova","03/19/2020",49
"3334","Monaco","03/19/2020",7
"3335","Mongolia","03/19/2020",6
"3336","Montenegro","03/19/2020",3
"3337","Morocco","03/19/2020",63
"3338","Namibia","03/19/2020",3
"3339","Nepal","03/19/2020",1
"3340","Netherlands","03/19/2020",2465
"3341","New Zealand","03/19/2020",28
"3342","Nicaragua","03/19/2020",1
"3343","Nigeria","03/19/2020",8
"3344","North Macedonia","03/19/2020",48
"3345","Norway","03/19/2020",1746
"3346","Oman","03/19/2020",48
"3347","Others","03/19/2020",712
"3348","Pakistan","03/19/2020",454
"3349","Panama","03/19/2020",109
"3350","Paraguay","03/19/2020",11
"3351","Peru","03/19/2020",234
"3352","Philippines","03/19/2020",217
"3353","Poland","03/19/2020",355
"3354","Portugal","03/19/2020",785
"3355","Puerto Rico","03/19/2020",0
"3356","Qatar","03/19/2020",460
"3357","Republic of the Congo","03/19/2020",0
"3358","Reunion","03/19/2020",14
"3359","Romania","03/19/2020",277
"3360","Russia","03/19/2020",199
"3361","Rwanda","03/19/2020",8
"3362","Saint Lucia","03/19/2020",2
"3363","Saint Vincent and the Grenadines","03/19/2020",1
"3364","San Marino","03/19/2020",119
"3365","Saudi Arabia","03/19/2020",274
"3366","Senegal","03/19/2020",31
"3367","Serbia","03/19/2020",103
"3368","Seychelles","03/19/2020",6
"3369","Singapore","03/19/2020",345
"3370","Slovakia","03/19/2020",123
"3371","Slovenia","03/19/2020",286
"3372","Somalia","03/19/2020",1
"3373","South Africa","03/19/2020",150
"3374","South Korea","03/19/2020",8565
"3375","Spain","03/19/2020",17963
"3376","Sri Lanka","03/19/2020",60
